"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,219526.15,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,226794.72,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,233132.48,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,240771.75,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,234387.83,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,248248.91,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,267581.39,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,278813.84,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,280318.96,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,277776.8,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,298916.75,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,279740.14,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,285623.37,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,304794.79,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,314423.57,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,337575,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,358002.53,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,391697.01,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,388494.56,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,395177.14,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,398793.16,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,428617.59,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,448184.46,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,440195.3,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,459489.51,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,474967.53,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,501107.91,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,528565.93,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,523108.03,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,508725.87,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,523990.82,,
"TUR","Türkiye","GHG","Greenhouse gases","TOTAL","Total emissions excluding LULUCF","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,564389.75,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1990","1990","IDX","Index","0","Units",,,100,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1991","1991","IDX","Index","0","Units",,,103.311,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1992","1992","IDX","Index","0","Units",,,106.198,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1993","1993","IDX","Index","0","Units",,,109.678,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1994","1994","IDX","Index","0","Units",,,106.77,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1995","1995","IDX","Index","0","Units",,,113.084,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1996","1996","IDX","Index","0","Units",,,121.89,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1997","1997","IDX","Index","0","Units",,,127.007,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1998","1998","IDX","Index","0","Units",,,127.693,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","1999","1999","IDX","Index","0","Units",,,126.535,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2000","2000","IDX","Index","0","Units",,,136.165,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2001","2001","IDX","Index","0","Units",,,127.429,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2002","2002","IDX","Index","0","Units",,,130.109,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2003","2003","IDX","Index","0","Units",,,138.842,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2004","2004","IDX","Index","0","Units",,,143.228,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2005","2005","IDX","Index","0","Units",,,153.774,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2006","2006","IDX","Index","0","Units",,,163.08,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2007","2007","IDX","Index","0","Units",,,178.428,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2008","2008","IDX","Index","0","Units",,,176.97,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2009","2009","IDX","Index","0","Units",,,180.014,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2010","2010","IDX","Index","0","Units",,,181.661,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2011","2011","IDX","Index","0","Units",,,195.247,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2012","2012","IDX","Index","0","Units",,,204.16,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2013","2013","IDX","Index","0","Units",,,200.521,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2014","2014","IDX","Index","0","Units",,,209.31,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2015","2015","IDX","Index","0","Units",,,216.36,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2016","2016","IDX","Index","0","Units",,,228.268,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2017","2017","IDX","Index","0","Units",,,240.776,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2018","2018","IDX","Index","0","Units",,,238.29,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2019","2019","IDX","Index","0","Units",,,231.738,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2020","2020","IDX","Index","0","Units",,,238.692,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_1990","Total GHG excl. LULUCF, Index 1990=100","2021","2021","IDX","Index","0","Units",,,257.094,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1990","1990","KG_HAB","Kilograms per capita","3","Thousands",,,3.983,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1991","1991","KG_HAB","Kilograms per capita","3","Thousands",,,4.046,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1992","1992","KG_HAB","Kilograms per capita","3","Thousands",,,4.091,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1993","1993","KG_HAB","Kilograms per capita","3","Thousands",,,4.157,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1994","1994","KG_HAB","Kilograms per capita","3","Thousands",,,3.984,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1995","1995","KG_HAB","Kilograms per capita","3","Thousands",,,4.154,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1996","1996","KG_HAB","Kilograms per capita","3","Thousands",,,4.41,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1997","1997","KG_HAB","Kilograms per capita","3","Thousands",,,4.528,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1998","1998","KG_HAB","Kilograms per capita","3","Thousands",,,4.488,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","1999","1999","KG_HAB","Kilograms per capita","3","Thousands",,,4.384,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2000","2000","KG_HAB","Kilograms per capita","3","Thousands",,,4.651,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2001","2001","KG_HAB","Kilograms per capita","3","Thousands",,,4.293,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2002","2002","KG_HAB","Kilograms per capita","3","Thousands",,,4.327,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2003","2003","KG_HAB","Kilograms per capita","3","Thousands",,,4.563,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2004","2004","KG_HAB","Kilograms per capita","3","Thousands",,,4.651,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2005","2005","KG_HAB","Kilograms per capita","3","Thousands",,,4.933,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2006","2006","KG_HAB","Kilograms per capita","3","Thousands",,,5.166,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2007","2007","KG_HAB","Kilograms per capita","3","Thousands",,,5.583,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2008","2008","KG_HAB","Kilograms per capita","3","Thousands",,,5.468,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2009","2009","KG_HAB","Kilograms per capita","3","Thousands",,,5.486,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2010","2010","KG_HAB","Kilograms per capita","3","Thousands",,,5.452,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2011","2011","KG_HAB","Kilograms per capita","3","Thousands",,,5.775,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2012","2012","KG_HAB","Kilograms per capita","3","Thousands",,,5.962,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2013","2013","KG_HAB","Kilograms per capita","3","Thousands",,,5.781,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2014","2014","KG_HAB","Kilograms per capita","3","Thousands",,,5.953,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2015","2015","KG_HAB","Kilograms per capita","3","Thousands",,,6.072,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2016","2016","KG_HAB","Kilograms per capita","3","Thousands",,,6.321,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2017","2017","KG_HAB","Kilograms per capita","3","Thousands",,,6.581,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2018","2018","KG_HAB","Kilograms per capita","3","Thousands",,,6.426,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2019","2019","KG_HAB","Kilograms per capita","3","Thousands",,,6.16,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2020","2020","KG_HAB","Kilograms per capita","3","Thousands",,,6.284,,
"TUR","Türkiye","GHG","Greenhouse gases","GHG_CAP","Total GHG excl. LULUCF per capita","2021","2021","KG_HAB","Kilograms per capita","3","Thousands",,,6.707,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,151614.98,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,158126.32,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,164064.88,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,171138.87,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,167565.65,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,181355.26,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,199646.69,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,212108.2,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,212135.04,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,207927.91,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,229936.66,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,213581.23,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,221225.64,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,236765.65,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,244768.58,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,264870.64,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,282368.32,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,313693.36,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,310622.13,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,316412.3,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,316193.04,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,342057.33,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,356107.2,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,347331.77,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,364028.28,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,384929.66,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,405950.21,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,430900.88,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,422058.62,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,402692.25,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,412926.87,,
"TUR","Türkiye","CO2","Carbon dioxide","TOTAL","Total emissions excluding LULUCF","2021","2021","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,452702.79,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1990","1990","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42487.54,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1991","1991","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43377.43,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1992","1992","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43288.2,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1993","1993","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43065.54,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1994","1994","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42787.88,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1995","1995","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42613.47,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1996","1996","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42968.95,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1997","1997","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42231.31,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1998","1998","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42421.87,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","1999","1999","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43789.48,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2000","2000","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43667.29,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2001","2001","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42902.49,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2002","2002","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,40956.33,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2003","2003","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,42958.06,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2004","2004","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,43501.24,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2005","2005","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,45171.95,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2006","2006","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,46610.15,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2007","2007","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,49089.65,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2008","2008","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,50158.79,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2009","2009","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,49885.84,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2010","2010","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,51645.28,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2011","2011","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,54165.56,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2012","2012","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,57830.02,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2013","2013","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,56663.03,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2014","2014","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,58545.06,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2015","2015","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,52784.8,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2016","2016","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,55581.99,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2017","2017","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,56817.09,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2018","2018","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,60409.23,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2019","2019","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63216.5,,
"TUR","Türkiye","CH4","Methane","TOTAL","Total emissions excluding LULUCF","2020","2020","T_CO2_EQVT","Tonnes of CO2 equivalent","3","Thousands",,,63893.76,,
