"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,133.413,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,143.39,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,149.936,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,147.264,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,153.718,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,158.896,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,167.641,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,176.827,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,175.001,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,170.19,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,175.297,,
"TUR","Türkiye","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,188.812,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,169.616,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,162.432,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,163.569,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,160.854,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,153.134,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,145.89,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,142.328,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,132.774,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,116.63,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,115.136,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,96.007,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,91.662,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,92.436,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,87.33,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,86.11,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,81.395,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,74.576,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,70.215,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,58.368,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,53.357,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,53.458,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,46.053,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,44.052,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,43.582,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,39.501,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,42.086,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,40.174,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,39.461,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,43.1,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,41.726,,
"USA","United States","SF6","Sulphur hexafluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,44.563,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,38.38,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,34.508,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,39.417,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,39.848,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,46.068,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,62.316,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,70.58,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,79.707,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,96.713,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,95.082,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,97.151,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,102.705,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,97.103,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,105.597,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,108.126,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,112.03,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,122.075,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,126.057,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,125.957,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,133.71,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,136.748,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,135.779,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,136.094,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,140.398,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,142.954,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,142.536,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,143.82,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,143.434,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,147.803,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,150.697,,
"USA","United States","HFC","Hydrofluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,157.125,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,97.298,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,99.336,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,99.132,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,98.622,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,97.986,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,97.587,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,98.401,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,96.712,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,97.148,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,100.28,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,98.249,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,93.792,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,98.376,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,99.62,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,103.446,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,106.739,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,112.417,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,114.866,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,114.241,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,118.27,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,124.042,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,132.433,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,129.761,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,134.071,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,120.88,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,127.285,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,130.114,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,138.34,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,144.769,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,146.32,,
"TUR","Türkiye","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,146.609,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,98.811,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,96.699,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,96.997,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,101.148,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,101.782,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,102.859,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,105.248,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,102.409,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,102.765,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,101.285,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,101.378,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,101.434,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,101.969,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,103.407,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,101.123,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,100.904,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,103.483,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,99.764,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,98.676,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,100.024,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,100.266,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,95.417,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,103.04,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,104.624,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,101.974,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,99.597,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,100.856,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,104.63,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,99.787,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,94.585,,
"USA","United States","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,95.649,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,85.205,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,84.24,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,86.092,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,87.733,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,89.254,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,90.269,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,93.392,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,94.642,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,95.394,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,96.569,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,98.296,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,98.938,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,100,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,101.706,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,102.031,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,100.708,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,101.996,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,98.419,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,91.191,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,94.502,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,92.279,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,88.918,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,91.182,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,91.989,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,89.457,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,87.401,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,86.723,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,89.479,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,87.555,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,78.445,,
"USA","United States","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,83.729,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,151.962,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,131.043,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,122.091,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,122.139,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,112.653,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,116.765,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,124.448,,
"USA","United States","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,114.418,,
